"Month","Year","DayHour","Temperature","Visibility","Weather.Condition","Track.Type","Track.Class","Track.Density","Train.Direction","Train.Speed","Recorded.Estimated.Speed","Maximum.Speed","Gross.Tonnage","Signalization","Method.of.Operation","Positive.Alcohol.Tests","Positive.Drug.Tests","Passengers.Transported","Hazmat.Cars","Head.End.Locomotives","Mid.Train.Manual.Locomotives","Mid.Train.Remote.Locomotives","Rear.End.Manual.Locomotives","Rear.End.Remote.Locomotives","Loaded.Freight.Cars","Loaded.Passenger.Cars","Empty.Freight.Cars","Empty.Passenger.Cars","Cabooses","Engineers.On.Duty","Firemen.On.Duty","Brakemen.On.Duty","Conductors.On.Duty","Hours.Engineers.On.Duty","Hours.Conductors.On.Duty","Minutes.Engineers.On.Duty","Minutes.Conductors.On.Duty","Latitude","Longitude","Joint.Track.Class","Class.Code","Reporting.Railroad.Class","Reporting.Railroad.SMT.Grouping","Equipment.Damage.Cost","Track.Damage.Cost","Total.Damage.Cost","summed_cost","Postive.DA.Tests"
"08",2017,"2",59,"Dark","Cloudy","Main","4",42,"East",6,"Estimated",6,8215,"Signaled","Signal Indication",0,0,"No",11,0,0,0,2,0,61,0,0,0,0,2,0,0,1,2,2,40,40,45.016219,-93.260197,"4","CL","Class 1","SMT-4 - CP/CN/CCD",0,0,36936,0,"No"
"07",2020,"11",91,"Day","Clear","Main","3",68.9,"North",35,"Recorded",35,6966,"Signaled","Signal Indication",0,0,"No",17,2,0,0,0,0,87,0,14,0,0,1,0,0,1,5,5,43,43,41.888402,-73.986153,"3","CL","Class 1","SMT-9 - CSX",28674,0,28674,28674,"No"
"12",2016,"22",19,"Dark","Clear","Main","2",354.2,"South",19,"Recorded",19,5244,"Not Signaled","Direct Train Control",0,0,"No",0,3,0,0,0,0,40,0,17,0,0,1,0,0,1,2,2,30,30,44.210289,-86.26791,"2","Cl","Class 3","SMT-2 - Short Line East",24166,0,24166,24166,"No"
"07",2011,"12",85,"Day","Clear","Main","3",149.7,"East",22,"Recorded",22,5572,"Signaled","Signal Indication",0,0,"No",9,2,0,0,0,0,40,0,18,0,0,1,0,0,1,5,5,5,5,43.082615,-76.113258,"3","CL","Class 1","SMT-9 - CSX",229825,42000,574330,271825,"No"
"08",2021,"0",81,"Dark","Clear","Yard","1",9,"West",4,"Recorded",4,0,"Not Signaled","Other Than Main Track",0,0,"No",0,3,0,0,0,0,34,0,6,0,0,1,0,0,1,2,2,13,13,33.985296,-81.039106,"1","CL","Class 1","SMT-3 - Norfolk Southern",380,75127,75507,75507,"No"
"03",2015,"17",59,"Dusk","Clear","Main","4",57.27,"North",40,"Recorded",40,7232,"Signaled","Signal Indication",0,0,"No",33,2,0,0,0,0,48,0,30,0,0,1,0,0,1,3,3,34,34,31.654779,-97.474668,"4","CL","Class 1","SMT-5 - BNSF",745992,3561534,4307526,4307526,"No"
"05",2014,"14",60,"Day","Clear","Main","2",4.5,"West",12,"Recorded",12,735,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,6,0,1,0,0,1,0,1,1,7,7,59,59,40.700512,-73.804284,"2","Cl","Class 3","SMT-2 - Short Line East",6698,0,340036,6698,"No"
"08",2011,"18",73,"Day","Clear","Yard","1",15,"West",7,"Estimated",7,4001,"Not Signaled","Other Than Main Track",0,0,"No",0,2,0,0,0,0,20,0,51,0,0,1,0,0,2,8,8,55,55,45.029386,-93.275278,"1","No","Class 1","SMT-8 - Short Line West",35155,1800,36955,36955,"No"
"08",2012,"12",67,"Day","Rain","Main","3",40.6,"South",11,"Recorded",11,7938,"Signaled","Signal Indication",0,0,"No",24,3,0,0,0,0,50,0,64,0,0,1,1,0,1,9,9,7,7,44.9522,-93.055,"3","CL","Class 1","SMT-6 - UP/KCS",27063,0,33563,27063,"No"
"03",2012,"19",65,"Dusk","Clear","Main","2",0.81,"West",17,"Estimated",17,15573,"Signaled","Signal Indication",0,0,"No",0,3,0,0,0,0,109,0,0,0,0,1,0,1,1,11,11,15,15,46.875567,-96.763036,"2","CL","Class 1","SMT-5 - BNSF",144200,857935,1002135,1002135,"No"
"07",2020,"2",75,"Dark","Clear","Main","4",39.54,"West",8,"Recorded",8,19392,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,1,135,0,0,0,0,1,0,0,1,3,3,27,27,39.415804,-90.980218,"4","CL","Class 1","SMT-5 - BNSF",585299,780000,1365299,1365299,"No"
"03",2012,"13",12,"Day","Cloudy","Main","4",57.57,"West",23,"Recorded",23,5412,"Signaled","Signal Indication",0,0,"No",8,3,0,0,1,0,18,0,95,0,0,1,0,0,1,1,1,5,5,46.87405,-96.674603,"4","CL","Class 1","SMT-5 - BNSF",56213,175159,231372,231372,"No"
"07",2011,"20",78,"Dusk","Clear","Main","4",10.9,"East",9,"Recorded",9,12046,"Signaled","Signal Indication",0,0,"No",30,3,0,0,2,0,87,0,33,0,0,1,0,0,2,5,5,7,7,44.982178,-92.773658,"4","CL","Class 1","SMT-6 - UP/KCS",33652,3115,36767,36767,"No"
"09",2011,"14",75,"Day","Clear","Yard","2",0.5,"West",6,"Recorded",6,5460,"Not Signaled","Other Than Main Track",0,0,"No",12,1,0,0,0,0,42,0,0,0,0,1,0,0,1,2,2,11,11,42.084633,-78.459608,"2","Cl","Class 3","SMT-2 - Short Line East",1600,9800,11400,11400,"No"
"08",2017,"14",82,"Day","Cloudy","Main","4",22.36,"East",9,"Recorded",9,4713,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,24,0,50,0,0,1,0,0,1,4,4,25,25,31.716888,-98.973048,"4","CL","Class 1","SMT-5 - BNSF",50237,0,50237,50237,"No"
"10",2014,"13",75,"Day","Clear","Main","4",47.69,"East",22,"Estimated",22,17163,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,2,120,0,0,0,0,1,0,0,1,3,3,15,15,34.559186,-100.437506,"4","CL","Class 1","SMT-5 - BNSF",1000708,471426,1472134,1472134,"No"
"09",2011,"6",65,"Dawn","Cloudy","Main","4",14.6,"East",37,"Recorded",37,11346,"Signaled","Signal Indication",0,0,"No",0,3,0,0,0,0,84,0,0,0,0,1,0,0,1,3,3,35,35,39.570193,-112.141196,"4","CL","Class 1","SMT-6 - UP/KCS",1517744,126171,1643915,1643915,"No"
"06",2022,"16",95,"Day","Clear","Main","2",2.88,"North",25,"Recorded",25,7294,"Not Signaled","Direct Train Control",0,0,"No",1,2,0,0,0,0,47,0,21,0,0,1,0,0,1,8,8,45,45,42.550077,-85.636631,"2","Cl","Class 3","SMT-8 - Short Line West",201000,100106,301106,301106,"No"
"11",2022,"5",30,"Dawn","Clear","Yard","1",7,"West",8,"Recorded",8,2343,"Not Signaled","Other Than Main Track",0,0,"No",0,1,0,0,0,0,0,0,117,0,0,1,0,0,1,10,10,25,25,42.276093,-83.18229,"1","CL","Class 1","SMT-3 - Norfolk Southern",15500,0,15500,15500,"No"
"10",2012,"13",50,"Day","Clear","Main","4",5200,"West",40,"Estimated",40,329,"Signaled","Signal Indication",0,0,"Yes",0,1,0,0,0,0,0,3,0,0,0,1,0,0,1,5,5,15,15,47.812548,-122.382616,"4","No","Class 3","SMT-7 - Commuter West",25762,0,25962,25762,"No"
"06",2022,"10",60,"Day","Clear","Main","1",0.1,"West",5,"Estimated",5,250,"Not Signaled","Direct Train Control",0,0,"Yes",0,1,0,0,0,0,0,3,0,0,0,1,1,1,1,2,2,20,20,47.51374,-121.81444,"1","Cl","Class 3","SMT-7 - Commuter West",15000,12000,27000,27000,"No"
"08",2014,"11",64,"Day","Cloudy","Main","2",56.82,"North",10,"Recorded",10,5226,"Signaled","Signal Indication",0,0,"No",37,2,0,0,0,0,6,0,136,0,0,1,0,0,1,10,10,3,3,46.639058,-92.11062,"2","No","Class 1","SMT-4 - CP/CN/CCD",35249,56259,91508,91508,"No"
"07",2017,"17",80,"Day","Clear","Main","3",13.4,"North",17,"Recorded",17,20874,"Signaled","Direct Train Control",0,1,"No",0,2,0,0,0,1,145,0,0,0,0,1,0,0,1,7,7,10,10,42.99419,-87.921,"3","CL","Class 1","SMT-6 - UP/KCS",684510,480686,1165196,1165196,"Yes"
"05",2017,"6",53,"Dawn","Clear","Main","6",75.2,"West",18,"Estimated",18,10431,"Signaled","Signal Indication",0,0,"No",17,5,0,0,0,0,76,0,55,0,0,1,0,0,1,11,11,10,10,39.495749,-93.284393,"6","CL","Class 1","SMT-5 - BNSF",391854,671062,1062916,1062916,"No"
"07",2018,"18",75,"Dusk","Clear","Main","2",8.17,"North",10,"Recorded",10,3195,"Not Signaled","Yard/Restricted Limits",0,0,"No",0,3,0,0,0,0,18,0,27,0,0,1,0,1,1,1,1,40,40,48.474341,-122.330491,"2","CL","Class 1","SMT-5 - BNSF",26377,375,26752,26752,"No"
"10",2015,"17",66,"Day","Clear","Main","1",14.93,"East",1,"Estimated",1,9496,"Signaled","Signal Indication",0,0,"No",28,6,0,0,0,0,69,0,37,0,0,1,0,0,1,10,10,40,40,47.245938,-122.434741,"1","CL","Class 1","SMT-5 - BNSF",35000,0,35000,35000,"No"
"02",2017,"6",28,"Dawn","Clear","Main","4",25,"East",48,"Recorded",48,22000,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,161,0,0,0,0,1,0,0,1,5,5,2,2,36.725348,-76.589996,"4","CL","Class 1","SMT-3 - Norfolk Southern",2204242,769984,2974226,2974226,"No"
"11",2012,"11",45,"Day","Clear","Main","2",34.9,"North",0,"Recorded",10,0,"Signaled","Signal Indication",0,0,"No",3,2,0,0,0,0,1,0,80,0,0,1,0,0,1,2,2,25,25,37.563218,-77.460494,"2","CL","Class 1","SMT-9 - CSX",66540,0,72770,66540,"No"
"12",2019,"23",34,"Dark","Clear","Yard","1",8.2,"East",8,"Recorded",8,0,"Not Signaled","Other Than Main Track",0,0,"No",0,0,0,0,1,0,0,0,0,3,0,1,0,1,1,5,5,58,58,42.351803,-71.113724,"1","No","Class 3","SMT-1 - Amtrak, Commuter East",73950,0,73950,73950,"No"
"12",2019,"15",35,"Day","Cloudy","Main","1",8.2,"East",9,"Recorded",9,0,"Signaled","Signal Indication",0,0,"Yes",0,1,0,0,0,0,0,5,0,0,0,1,0,1,1,2,2,40,40,42.349769,-71.109525,"1","No","Class 3","SMT-1 - Amtrak, Commuter East",37647,15512,53159,53159,"No"
"03",2015,"19",53,"Dusk","Rain","Main","2",42.24,"East",8,"Recorded",8,3447,"Signaled","Signal Indication",0,0,"No",0,3,0,0,0,0,0,0,111,0,0,1,0,0,1,5,5,45,45,38.62966,-90.237565,"2","CL","Class 1","SMT-5 - BNSF",0,154433,154533,154433,"No"
"06",2014,"11",75,"Day","Cloudy","Main","2",3.3044,"East",15,"Estimated",15,0,"Signaled","Signal Indication",0,0,"No",0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,4,4,30,30,39.856909,-75.183349,"2","No","Class 3","SMT-1 - Amtrak, Commuter East",13029,0,13029,13029,"No"
"07",2016,"21",85,"Dark","Clear","Main","4",34,"North",46,"Recorded",46,17444,"Signaled","Signal Indication",0,0,"No",0,1,0,0,1,0,122,0,0,0,0,1,1,1,1,4,4,45,45,35.696645,-84.857457,"4","CL","Class 1","SMT-3 - Norfolk Southern",3249873,2478279,5728152,5728152,"No"
"12",2015,"9",65,"Day","Cloudy","Main","4",40.5,"North",15,"Estimated",15,5832,"Signaled","Signal Indication",0,0,"No",0,3,0,0,0,1,80,0,0,0,0,1,0,0,1,1,1,45,45,29.702771,-98.129185,"4","CL","Class 1","SMT-6 - UP/KCS",294,0,20330,294,"No"
"12",2015,"23",58,"Dark","Clear","Main","3",20.1,"North",29,"Recorded",29,2528,"Not Signaled","Direct Train Control",0,0,"No",0,3,0,0,0,0,0,0,94,0,0,1,0,0,1,11,11,10,10,29.904443,-96.816942,"3","CL","Class 1","SMT-6 - UP/KCS",1016345,118443,1134788,1134788,"No"
"11",2014,"18",65,"Dusk","Cloudy","Main","4",44.57,"East",9,"Recorded",9,5699,"Signaled","Signal Indication",0,0,"No",1,2,0,0,0,0,73,0,0,0,0,1,0,0,1,7,7,20,20,33.174533,-97.541363,"4","CL","Class 1","SMT-5 - BNSF",3500,13500,17000,17000,"No"
"10",2018,"1",47,"Dark","Clear","Main","1",13,"South",9,"Estimated",9,6800,"Not Signaled","Yard/Restricted Limits",0,0,"No",93,4,0,0,0,0,95,0,0,0,0,1,0,0,1,7,7,40,40,31.730082,-103.088658,"1","No","Class 3","SMT-8 - Short Line West",587398,5000,592398,592398,"No"
"09",2018,"14",94,"Day","Clear","Main","4",46.88,"West",0,"Estimated",10,35,"Signaled","Signal Indication",0,0,"No",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,7,7,25,25,32.888475,-97.387585,"4","CL","Class 1","SMT-5 - BNSF",20000,0,30000,20000,"No"
"10",2022,"0",51,"Dark","Clear","Main","1",9.5,"North",7,"Estimated",7,9593,"Signaled","Signal Indication",0,0,"No",0,6,0,0,0,0,54,0,113,0,0,1,0,0,1,10,10,48,48,29.765811,-95.312582,"1","CL","Class 1","SMT-6 - UP/KCS",141747,200,141947,141947,"No"
"07",2014,"18",86,"Dusk","Clear","Main","4",10,"East",30,"Recorded",30,5996,"Signaled","Signal Indication",0,0,"No",2,3,0,0,0,0,32,0,0,0,0,1,0,0,1,2,2,30,30,36.937494,-81.093231,"4","CL","Class 1","SMT-3 - Norfolk Southern",811479,318899,1130378,1130378,"No"
"10",2018,"7",40,"Dawn","Clear","Main","4",6.4,"South",78,"Recorded",78,0,"Signaled","Direct Train Control",0,0,"Yes",0,0,0,0,0,1,0,4,0,0,0,1,0,0,1,2,2,29,44,40.841855,-111.916938,"4","No","Class 3","SMT-7 - Commuter West",58120,0,58120,58120,"No"
"12",2012,"23",55,"Dark","Cloudy","Main","1",25,"North",9,"Recorded",9,5000,"Not Signaled","Yard/Restricted Limits",0,0,"No",0,3,0,0,0,0,53,0,0,0,0,1,0,0,1,8,2,15,37,36.81255,-83.053418,"1","CL","Class 1","SMT-9 - CSX",59955,0,115475,59955,"No"
"06",2012,"16",82,"Day","Clear","Main","3",8.5,"South",25,"Recorded",25,10719,"Signaled","Direct Train Control",0,0,"No",1,2,0,0,0,0,64,0,48,0,0,1,0,1,1,2,2,55,55,43.028312,-88.045635,"3","CL","Class 1","SMT-6 - UP/KCS",25434,26425,51859,51859,"No"
"10",2011,"12",80,"Day","Clear","Main","3",111.6,"East",32,"Recorded",32,14465,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,102,0,0,0,0,1,0,0,1,6,6,38,38,38.326781,-81.60022,"3","CL","Class 1","SMT-9 - CSX",880922,205000,1085922,1085922,"No"
"12",2018,"7",4,"Day","Clear","Main","4",72.5,"West",36,"Estimated",36,8693,"Signaled","Signal Indication",0,0,"No",28,3,0,0,0,0,46,0,80,0,0,1,0,0,1,5,5,55,55,41.780747,-106.998525,"4","CL","Class 1","SMT-6 - UP/KCS",10271,2830,13101,13101,"No"
"01",2016,"18",26,"Dusk","Clear","Main","2",20.3,"West",5,"Estimated",5,19714,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,2,137,0,1,0,0,1,0,0,1,6,6,9,9,43.728553,-105.361189,"2","CL","Class 1","SMT-6 - UP/KCS",43127,0,200359,43127,"No"
"06",2022,"10",78,"Day","Clear","Yard","1",42,"South",7,"Recorded",7,7997,"Not Signaled","Other Than Main Track",0,0,"No",46,3,0,0,0,0,86,0,31,0,0,1,0,1,1,10,10,10,10,33.793527,-84.444462,"1","CL","Class 1","SMT-3 - Norfolk Southern",84616,1409,86025,86025,"No"
"04",2015,"22",40,"Dark","Rain","Main","1",26.4,"South",6,"Estimated",6,0,"Signaled","Signal Indication",0,0,"No",11,4,0,0,0,0,63,0,41,0,0,1,0,0,1,6,6,31,31,37.850352,-84.256836,"1","CL","Class 1","SMT-9 - CSX",102127,0,102127,102127,"No"
"04",2021,"17",55,"Dusk","Clear","Main","2",1,"South",25,"Estimated",25,0,"Not Signaled","Direct Train Control",0,0,"No",0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,5,5,12,12,33.405715,-86.946044,"2","CL","Class 1","SMT-9 - CSX",28526,0,28526,28526,"No"
"04",2021,"0",39,"Dark","Clear","Industry","1",80,"South",4,"Recorded",4,0,"Not Signaled","Other Than Main Track",0,0,"No",0,1,0,0,0,0,79,0,22,0,0,1,0,0,1,8,8,55,55,33.543664,-86.809414,"1","CL","Class 1","SMT-9 - CSX",149655,1352,151790,151007,"No"
"04",2018,"5",65,"Dawn","Clear","Main","2",57.6,"South",17,"Estimated",17,10953,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,70,0,63,0,0,1,0,0,1,3,3,20,20,33.509477,-86.81225,"2","CL","Class 1","SMT-9 - CSX",179291,0,179291,179291,"No"
"04",2013,"10",60,"Day","Clear","Main","4",46.81,"West",50,"Recorded",50,3511,"Signaled","Signal Indication",0,0,"No",9,3,0,0,0,0,41,0,0,0,0,1,0,0,1,4,4,25,25,37.81267,-121.017714,"4","CL","Class 1","SMT-5 - BNSF",0,13198,13198,13198,"No"
"11",2014,"17",72,"Day","Clear","Main","4",40.8,"East",22,"Recorded",22,3959,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,0,0,74,0,0,1,0,0,1,11,11,37,37,32.75618,-114.686063,"4","CL","Class 1","SMT-6 - UP/KCS",50976,33834,237633,84810,"No"
"11",2014,"17",72,"Day","Clear","Main","4",40.8,"East",0,"Recorded",22,5855,"Signaled","Signal Indication",0,0,"No",28,4,0,0,0,0,92,0,0,0,0,1,0,0,1,10,10,42,42,32.75618,-114.686063,"4","CL","Class 1","SMT-6 - UP/KCS",152823,0,237633,152823,"No"
"02",2015,"16",75,"Day","Clear","Yard","1",5.76,"West",12,"Recorded",12,0,"Signaled","Other Than Main Track",0,0,"Yes",0,0,0,0,1,0,0,4,0,4,0,1,0,0,1,10,10,40,40,34.054479,-118.234976,"1","No","Class 3","SMT-7 - Commuter West",400000,500000,900000,900000,"No"
"10",2017,"9",71,"Day","Cloudy","Industry","1",3.9,"West",5,"Estimated",5,5170,"Not Signaled","Other Than Main Track",0,0,"No",0,2,0,0,0,0,35,0,17,0,0,1,0,1,1,2,2,35,35,37.947858,-121.334175,"1","Cl","Class 3","SMT-8 - Short Line West",15000,1000,16000,16000,"No"
"04",2021,"15",80,"Day","Clear","Main","X",1,"West",4,"Estimated",4,1251,"Not Signaled","Direct Train Control",0,0,"No",5,2,0,0,0,0,7,0,5,0,0,1,0,1,1,9,9,45,45,37.741055,-120.54084,"X","Cl","Class 3","SMT-8 - Short Line West",24000,5000,29000,29000,"No"
"12",2022,"8",36,"Day","Clear","Main","4",136,"West",32,"Estimated",32,8316,"Signaled","Signal Indication",0,0,"No",0,3,4,0,0,2,154,0,0,0,0,1,0,0,1,2,2,15,15,34.532643,-117.286978,"5","CL","Class 1","SMT-6 - UP/KCS",952875,0,2009875,952875,"No"
"03",2012,"23",40,"Dark","Clear","Main","2",38.2,"East",10,"Estimated",10,2797,"Signaled","Signal Indication",0,0,"No",0,4,0,0,0,0,9,0,51,0,0,1,0,1,1,3,3,30,30,39.803814,-105.025023,"2","CL","Class 1","SMT-5 - BNSF",0,0,26944,0,"No"
"02",2021,"19",42,"Dusk","Clear","Yard","1",46,"South",8,"Recorded",8,3800,"Signaled","Other Than Main Track",0,0,"No",0,4,0,0,0,0,32,0,3,0,0,1,0,0,1,10,10,45,45,33.793527,-84.444462,"1","CL","Class 1","SMT-3 - Norfolk Southern",197443,54630,252073,252073,"No"
"01",2013,"21",48,"Dark","Cloudy","Main","3",11.6,"South",34,"Recorded",34,4217,"Not Signaled","Direct Train Control",0,0,"No",0,5,0,0,0,0,36,0,13,0,0,1,1,0,1,2,2,37,37,30.946421,-84.656668,"3","CL","Class 1","SMT-9 - CSX",367084,110000,477084,477084,"No"
"02",2015,"11",16,"Day","Clear","Main","3",19,"South",24,"Recorded",24,10323,"Not Signaled","Direct Train Control",0,0,"No",80,3,0,0,0,0,81,0,0,0,0,1,0,0,1,5,5,35,35,42.66187,-90.84879,"3","CL","Class 1","SMT-4 - CP/CN/CCD",954289,10911,965200,965200,"No"
"03",2012,"14",54,"Day","Clear","Yard","1",0.5,"North",5,"Estimated",5,2140,"Not Signaled","Other Than Main Track",0,0,"No",0,0,0,0,2,0,16,0,2,0,0,1,0,1,1,6,6,33,33,42.06915,-90.18947,"1","No","Class 1","SMT-8 - Short Line West",1000,0,19128,1000,"No"
"10",2021,"22",44,"Dark","Cloudy","Main","4",8,"South",45,"Recorded",45,17510,"Signaled","Signal Indication",0,0,"No",47,3,0,1,0,0,129,0,30,0,0,1,0,0,1,2,2,21,21,41.490885,-93.472687,"4","CL","Class 1","SMT-6 - UP/KCS",1038894,239065,1277959,1277959,"No"
"11",2019,"3",15,"Dark","Clear","Main","4",77.66,"East",41,"Recorded",41,19028,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,1,134,0,0,0,0,1,0,0,1,6,6,31,31,41.011311,-95.338733,"4","CL","Class 1","SMT-5 - BNSF",1431064,488000,1919064,1919064,"No"
"05",2014,"19",64,"Dusk","Cloudy","Main","4",19.08,"West",40,"Estimated",40,15139,"Signaled","Signal Indication",0,0,"No",0,2,0,0,1,1,106,0,0,0,0,2,0,0,1,8,8,45,45,48.694356,-116.304479,"4","CL","Class 1","SMT-5 - BNSF",62000,0,326443,62000,"No"
"02",2022,"2",14,"Dark","Cloudy","Main","4",48.2,"West",33,"Estimated",33,14017,"Signaled","Signal Indication",0,0,"No",5,3,0,1,0,1,89,0,106,0,0,1,0,0,1,5,5,5,5,42.741979,-113.431696,"4","CL","Class 1","SMT-6 - UP/KCS",372,13162,13534,13534,"No"
"12",2015,"4",31,"Dark","Clear","Main","3",83.7,"West",10,"Estimated",10,5177,"Signaled","Signal Indication",0,0,"No",0,3,0,0,0,0,70,0,0,0,0,1,0,0,1,5,5,50,50,41.695652,-87.759155,"3","Cl","Class 3","SMT-8 - Short Line West",12625,0,12625,12625,"No"
"11",2015,"0",37,"Dark","Clear","Main","4",46.97,"North",35,"Estimated",35,8868,"Signaled","Signal Indication",0,0,"No",22,2,0,0,0,0,50,0,98,0,0,1,0,0,1,4,4,52,52,41.251185,-87.833605,"4","Cl","Class 1","SMT-4 - CP/CN/CCD",51546,8300,59846,59846,"No"
"03",2015,"15",72,"Day","Clear","Main","1",2.7,"South",1,"Recorded",1,6336,"Not Signaled","Direct Train Control",0,0,"No",0,2,0,0,1,0,30,0,93,0,0,1,0,0,1,4,4,50,50,38.165091,-89.646276,"1","CL","Class 1","SMT-6 - UP/KCS",36453,22644,59097,59097,"No"
"06",2011,"15",92,"Day","Clear","Main","4",20.33,"North",42,"Recorded",42,12790,"Signaled","Signal Indication",0,0,"No",37,2,0,0,0,0,96,0,46,0,0,1,0,0,1,4,4,35,35,37.332688,-88.7195,"4","Cl","Class 1","SMT-4 - CP/CN/CCD",6800,459500,466300,466300,"No"
"10",2012,"19",70,"Dark","Clear","Main","4",34.1,"West",8,"Recorded",14,9210,"Signaled","Signal Indication",0,0,"No",3,3,0,0,0,0,51,0,85,0,0,1,0,0,1,3,3,15,15,38.6028,-90.151718,"4","CL","Class 1","SMT-6 - UP/KCS",26179,0,115630,26179,"No"
"02",2022,"23",16,"Dark","Cloudy","Main","4",0.54148,"North",65,"Estimated",65,0,"Signaled","Signal Indication",0,0,"Yes",0,1,0,0,0,0,0,5,0,0,0,1,0,0,1,3,3,25,25,41.80062,-87.58709,"4","No","Class 3","SMT-4 - CP/CN/CCD",0,0,39710,0,"No"
"07",2022,"12",90,"Day","Clear","Main","4",1e+05,"West",10,"Recorded",10,12780,"Signaled","Signal Indication",0,0,"No",80,2,0,0,0,0,85,0,31,0,0,1,0,0,1,1,1,45,45,41.641461,-87.693784,"4","Cl","Class 2","SMT-8 - Short Line West",4500,0,57620,4500,"No"
"12",2020,"1",35,"Dark","Clear","Yard","1",26,"East",6,"Recorded",6,0,"Not Signaled","Other Than Main Track",0,0,"No",0,2,0,0,0,0,19,0,7,0,0,1,0,0,1,1,1,30,30,39.852179,-88.918354,"1","CL","Class 1","SMT-3 - Norfolk Southern",84046,0,103344,84046,"No"
"12",2020,"0",17,"Dark","Cloudy","Main","4",49.9,"West",41,"Recorded",41,16228,"Signaled","Signal Indication",0,0,"No",14,5,0,0,0,0,96,0,105,0,0,1,0,0,1,8,8,14,14,41.815104,-89.5384,"4","CL","Class 1","SMT-6 - UP/KCS",2142780,366980,2509760,2509760,"No"
"12",2019,"2",18,"Dark","Clear","Main","1",4.8,"East",2,"Recorded",2,3256,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,0,0,105,0,0,1,0,0,1,8,8,35,35,39.322566,-77.729611,"1","CL","Class 1","SMT-9 - CSX",666456,100,666556,666556,"No"
"02",2021,"2",23,"Dark","Fog","Yard","1",1,"East",4,"Recorded",4,3375,"Signaled","Other Than Main Track",0,0,"No",0,5,0,0,0,0,5,0,65,0,0,1,0,0,1,8,8,52,52,39.339994,-80.018119,"1","CL","Class 1","SMT-9 - CSX",2408,23719,26127,26127,"No"
"02",2021,"2",32,"Dark","Cloudy","Main","3",21.6,"East",30,"Estimated",30,18576,"Signaled","Signal Indication",0,0,"No",0,1,0,1,0,0,134,0,40,0,0,1,0,0,1,6,6,50,50,38.396147,-82.527761,"3","CL","Class 1","SMT-9 - CSX",35688,0,35688,35688,"No"
"05",2018,"19",91,"Day","Clear","Main","1",11.2,"South",16,"Recorded",16,13816,"Not Signaled","Yard/Restricted Limits",0,0,"No",0,3,0,0,0,0,101,0,0,0,0,1,0,0,1,6,6,25,25,38.639208,-87.230967,"1","Cl","Class 3","SMT-2 - Short Line East",92000,38400,130400,130400,"No"
"07",2014,"0",71,"Dark","Cloudy","Main","1",44.91,"North",5,"Estimated",5,0,"Signaled","Signal Indication",0,0,"No",29,2,0,0,0,0,37,0,7,0,0,1,0,1,1,4,4,1,1,41.564104,-87.666912,"1","Cl","Class 1","SMT-4 - CP/CN/CCD",8215,0,61342,8215,"No"
"09",2012,"11",75,"Day","Clear","Main","4",72,"South",35,"Estimated",35,3220,"Not Signaled","Direct Train Control",0,0,"No",0,2,0,0,0,1,0,0,102,0,0,1,0,0,1,7,5,55,55,38.220882,-89.028797,"4","CL","Class 1","SMT-6 - UP/KCS",94293,0,122960,94293,"No"
"09",2012,"4",45,"Dark","Clear","Main","4",65.5,"South",8,"Estimated",8,14729,"Signaled","Signal Indication",0,0,"No",0,2,0,0,1,0,103,0,0,0,0,1,0,0,1,9,9,15,15,38.609764,-90.191235,"4","CL","Class 1","SMT-6 - UP/KCS",329261,0,557442,329261,"No"
"10",2021,"2",61,"Dark","Clear","Yard","1",100,"West",8,"Recorded",8,1179,"Not Signaled","Other Than Main Track",0,0,"No",0,2,0,0,0,0,9,0,0,0,0,1,0,1,1,5,5,58,58,41.669691,-87.596135,"1","Cl","Class 3","SMT-8 - Short Line West",37200,25000,62200,62200,"No"
"01",2020,"4",20,"Dawn","Cloudy","Main","1",31.4,"East",4,"Recorded",4,2471,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,0,0,100,0,0,1,0,0,1,1,1,9,9,37.802808,-80.921581,"4","CL","Class 1","SMT-9 - CSX",19068,150,38701,19218,"No"
"07",2014,"0",71,"Dark","Cloudy","Main","1",44.91,"South",4,"Estimated",5,7844,"Signaled","Signal Indication",0,0,"No",13,2,0,0,0,0,70,0,76,0,0,1,0,0,1,6,6,1,1,41.564104,-87.666912,"1","Cl","Class 1","SMT-4 - CP/CN/CCD",8917,44210,61342,53127,"No"
