"Year","DayHour","Temperature","Visibility","Weather.Condition","Track.Type","Track.Class","Track.Density","Train.Direction","Train.Speed","Recorded.Estimated.Speed","Maximum.Speed","Gross.Tonnage","Signalization","Method.of.Operation","Passengers.Transported","Hazmat.Cars","Head.End.Locomotives","Mid.Train.Manual.Locomotives","Mid.Train.Remote.Locomotives","Rear.End.Manual.Locomotives","Rear.End.Remote.Locomotives","Loaded.Freight.Cars","Loaded.Passenger.Cars","Empty.Freight.Cars","Empty.Passenger.Cars","Cabooses","Engineers.On.Duty","Firemen.On.Duty","Brakemen.On.Duty","Conductors.On.Duty","Latitude","Longitude","Joint.Track.Class","Class.Code","Reporting.Railroad.Class","Reporting.Railroad.SMT.Grouping","summed_cost","Postive.DA.Tests","Working.Over.8","Season"
2013,"0",55,"Dark","Clear","Main","3",20.4,"West",17,"Estimated",17,510,"Signaled","Signal Indication","No",0,1,0,0,0,0,3,0,4,0,0,1,0,1,1,41.971608,-88.014049,"3","CL","Class 1","SMT-4 - CP/CN/CCD",5557,"No","No","Fall"
2017,"14",36,"Day","Clear","Main","3",10,"East",34,"Recorded",34,11642,"Signaled","Signal Indication","No",25,3,0,0,0,0,66,0,75,0,0,1,0,0,1,40.681102,-74.242783,"3","CL","Class 1","SMT-9 - CSX",1117478,"No","Yes","Fall"
2011,"5",38,"Dark","Un-Clear","Main","4",25.35,"North",40,"Recorded",40,10658,"Signaled","Signal Indication","No",6,3,0,0,0,0,70,0,50,0,0,1,0,0,1,42.003679,-88.235017,"4","No","Class 1","SMT-4 - CP/CN/CCD",1836069,"No","No","Fall"
2015,"14",71,"Day","Clear","Main","1",2.1,"North",10,"Estimated",10,17875,"Not Signaled","Direct Train Control","No",0,2,0,0,0,1,125,0,0,0,0,1,0,1,1,40.436368,-96.87573,"1","CL","Class 1","SMT-6 - UP/KCS",69762,"No","No","Spring"
2013,"6",6,"Dark","Clear","Main","3",18,"East",40,"Estimated",40,12132,"Not Signaled","Direct Train Control","No",67,2,0,0,0,0,90,0,4,0,0,1,0,0,1,46.1079,-95.20116,"3","CL","Class 1","SMT-4 - CP/CN/CCD",1528378,"No","No","Winter"
2015,"23",38,"Dark","Clear","Siding","2",4.5,"East",4,"Recorded",4,1300,"Not Signaled","Other Than Main Track","No",0,2,0,0,0,0,10,0,0,0,0,1,0,0,1,40.752558,-73.368133,"2","Cl","Class 3","SMT-2 - Short Line East",442000,"No","No","Winter"
2018,"0",53,"Dark","Un-Clear","Main","4",13616,"North",18,"Recorded",18,0,"Not Signaled","Direct Train Control","No",0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,39.701255,-86.136912,"4","Cl","Class 3","SMT-8 - Short Line West",4394,"No","No","Winter"
2018,"0",53,"Dark","Un-Clear","Main","4",13616,"North",0,"Recorded",18,0,"Not Signaled","Direct Train Control","No",0,2,0,0,0,0,0,0,2,0,0,1,0,0,1,39.701255,-86.136912,"4","Cl","Class 3","SMT-8 - Short Line West",100000,"No","Yes","Winter"
2012,"4",37,"Dark","Un-Clear","Main","4",64,"East",47,"Recorded",47,5110,"Signaled","Signal Indication","No",14,3,0,0,0,0,44,0,15,0,0,1,0,0,1,41.488846,-85.630244,"4","CL","Class 1","SMT-3 - Norfolk Southern",1311523,"No","No","Winter"
2017,"18",42,"Day","Un-Clear","Main","5",32.18,"West",35,"Recorded",35,9484,"Signaled","Signal Indication","No",2,3,0,0,0,0,66,0,39,0,0,1,0,0,1,36.700394,-98.769231,"5","CL","Class 1","SMT-5 - BNSF",1825636,"No","No","Winter"
2016,"0",32,"Dark","Clear","Yard","1",42.7,"West",0,"Recorded",8,0,"Not Signaled","Other Than Main Track","No",0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,41.60563,-87.477071,"1","Cl","Class 3","SMT-8 - Short Line West",0,"No","No","Winter"
2016,"4",73,"Dark","Clear","Main","2",247.05,"East",21,"Recorded",21,19300,"Signaled","Signal Indication","No",0,2,0,0,0,1,135,0,0,0,0,1,0,0,1,40.811885,-96.71447,"2","CL","Class 1","SMT-5 - BNSF",2010961,"No","No","Spring"
2014,"18",5,"Day","Clear","Main","3",23.32,"South",30,"Recorded",30,11138,"Not Signaled","Direct Train Control","No",0,2,0,0,0,0,116,0,0,0,0,1,0,0,1,47.380959,-91.931235,"3","No","Class 1","SMT-4 - CP/CN/CCD",4078962,"No","No","Winter"
2013,"22",85,"Dark","Un-Clear","Main","4",141.47,"East",15,"Recorded",15,19172,"Signaled","Signal Indication","No",0,2,0,0,0,0,134,0,0,0,0,1,0,0,1,39.556383,-95.045667,"4","CL","Class 1","SMT-5 - BNSF",4370819,"No","No","Summer"
2011,"9",40,"Day","Un-Clear","Main","3",31,"West",14,"Recorded",14,5110,"Signaled","Signal Indication","No",0,3,0,0,0,0,46,0,101,0,0,1,0,0,1,40.128449,-77.138932,"3","CL","Class 1","SMT-3 - Norfolk Southern",12200,"No","No","Fall"
2011,"7",72,"Dark","Un-Clear","Main","4",53.99,"West",28,"Recorded",28,15512,"Signaled","Signal Indication","No",0,1,1,0,0,1,110,0,0,0,0,1,0,0,1,45.085228,-93.270365,"4","CL","Class 1","SMT-5 - BNSF",2759031,"No","No","Summer"
2011,"10",78,"Day","Clear","Yard","X",1,"West",2,"Estimated",2,0,"Signaled","Other Than Main Track","No",0,1,0,0,0,0,31,0,0,0,0,1,0,1,1,38.698688,-90.222555,"X","CL","Class 1","SMT-3 - Norfolk Southern",14190,"No","No","Summer"
2012,"7",34,"Dark","Clear","Main","1",6,"South",8,"Recorded",8,9321,"Not Signaled","Direct Train Control","No",51,2,0,0,0,0,68,0,14,0,0,1,0,0,1,39.83458,-75.236698,"1","Cl","Class 3","SMT-2 - Short Line East",452654,"No","No","Fall"
2016,"11",30,"Day","Un-Clear","Main","4",23.3,"North",0,"Estimated",8,3815,"Signaled","Direct Train Control","No",0,1,0,0,0,1,6,0,1,0,0,1,0,1,1,46.505671,-92.232831,"4","CL","Class 1","SMT-5 - BNSF",500,"No","No","Fall"
2020,"10",40,"Day","Clear","Main","5",76.5,"West",38,"Estimated",38,18030,"Signaled","Signal Indication","No",18,3,0,1,0,1,12,0,74,0,0,1,0,0,1,41.650921,-105.785698,"5","CL","Class 1","SMT-6 - UP/KCS",837136,"No","No","Spring"
2011,"11",88,"Day","Clear","Yard","1",1,"South",5,"Recorded",5,0,"Not Signaled","Other Than Main Track","No",0,1,0,0,0,0,11,0,7,0,0,1,0,0,1,39.833655,-75.246432,"1","Cl","Class 3","SMT-2 - Short Line East",15542,"No","No","Summer"
2018,"15",37,"Day","Un-Clear","Main","1",286000,"East",47,"Recorded",47,0,"Not Signaled","Yard/Restricted Limits","No",0,2,0,0,0,0,19,0,1,0,0,1,0,0,1,41.063376,-81.433501,"1","Cl","Class 2","SMT-2 - Short Line East",692876,"No","No","Fall"
2012,"20",64,"Dark","Clear","Main","9",2,"North",4,"Recorded",4,0,"Not Signaled","Yard/Restricted Limits","No",0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,33.548875,-86.677927,"9","CL","Class 1","SMT-3 - Norfolk Southern",20000,"No","No","Fall"
2012,"20",28,"Dark","Un-Clear","Main","3",11,"South",40,"Recorded",40,11784,"Not Signaled","Direct Train Control","No",14,6,0,0,0,0,79,0,39,0,0,1,0,0,1,43.716685,-95.44309,"3","CL","Class 1","SMT-6 - UP/KCS",909057,"No","No","Winter"
2014,"2",21,"Dark","Un-Clear","Main","4",23.9,"South",43,"Recorded",43,4565,"Not Signaled","Direct Train Control","No",0,3,0,0,0,0,21,0,23,0,0,1,0,0,1,36.073571,-88.566139,"4","CL","Class 1","SMT-9 - CSX",1160896,"No","No","Winter"
2012,"21",10,"Dark","Un-Clear","Main","4",11.44,"South",22,"Recorded",22,2602,"Not Signaled","Direct Train Control","No",0,2,0,0,0,0,26,0,0,0,0,1,0,0,1,47.696324,-111.701869,"4","CL","Class 1","SMT-5 - BNSF",36648,"No","No","Fall"
2013,"21",60,"Dark","Clear","Main","X",124800,"East",4,"Estimated",4,4146,"Not Signaled","Direct Train Control","No",15,2,0,0,0,0,29,0,20,0,0,1,0,0,1,41.06934,-74.662209,"X","Cl","Class 3","SMT-2 - Short Line East",44442,"No","No","Summer"
2017,"14",69,"Day","Clear","Main","4",136,"South",43,"Recorded",43,15587,"Not Signaled","Direct Train Control","No",0,2,0,0,0,1,110,0,0,0,0,1,0,0,1,36.682033,-97.799412,"4","CL","Class 1","SMT-6 - UP/KCS",462819,"No","No","Spring"
2021,"7",65,"Dark","Un-Clear","Main","4",66.7,"South",40,"Estimated",40,8034,"Signaled","Signal Indication","No",0,4,0,0,0,0,47,0,51,0,0,1,0,0,1,34.959066,-86.866015,"4","CL","Class 1","SMT-9 - CSX",47808,"No","No","Fall"
2012,"16",68,"Day","Un-Clear","Main","1",20.4,"West",4,"Recorded",4,4458,"Signaled","Signal Indication","No",2,3,0,0,0,1,33,0,14,0,0,1,0,0,1,45.529456,-122.667953,"1","CL","Class 1","SMT-6 - UP/KCS",204565,"No","Yes","Spring"
2013,"19",42,"Dark","Clear","Main","5",77.63,"East",58,"Recorded",58,2593,"Signaled","Signal Indication","No",0,4,0,0,0,2,0,0,120,0,0,2,0,0,1,35.377391,-109.035296,"5","CL","Class 1","SMT-5 - BNSF",1218720,"No","No","Fall"
2015,"5",38,"Dark","Clear","Main","5",99.36,"West",43,"Estimated",43,7960,"Signaled","Signal Indication","No",26,3,0,0,0,0,52,0,41,0,0,1,0,0,1,35.530886,-108.677876,"5","CL","Class 1","SMT-5 - BNSF",2964244,"No","No","Fall"
2018,"3",29,"Dark","Clear","Main","2",29.4,"South",19,"Recorded",19,5964,"Signaled","Signal Indication","No",0,4,0,0,0,2,38,0,26,0,0,1,0,0,1,35.175934,-118.482063,"3","CL","Class 1","SMT-5 - BNSF",349203,"No","No","Winter"
2017,"18",20,"Dark","Un-Clear","Main","2",25.4,"West",23,"Recorded",23,3032,"Signaled","Signal Indication","No",5,3,0,0,0,0,40,0,0,0,0,1,0,0,1,45.700565,-118.378024,"2","CL","Class 1","SMT-6 - UP/KCS",535415,"No","No","Winter"
2022,"15",72,"Day","Clear","Main","1",1,"West",7,"Recorded",7,8274,"Signaled","Signal Indication","No",0,2,0,0,0,0,93,0,70,0,0,1,0,0,1,41.518572,-87.466415,"2","CL","Class 1","SMT-3 - Norfolk Southern",50000,"No","No","Summer"
2021,"15",102,"Day","Clear","Main","5",106.27,"West",44,"Recorded",44,7875,"Signaled","Signal Indication","No",10,4,0,0,0,0,66,0,17,0,0,1,0,0,1,35.021947,-107.313769,"5","CL","Class 1","SMT-5 - BNSF",3232119,"No","No","Spring"
2021,"2",52,"Dark","Clear","Main","5",52.6,"West",65,"Estimated",65,6766,"Signaled","Signal Indication","No",4,2,0,0,0,2,116,0,0,0,0,1,0,0,1,32.185058,-108.392619,"5","CL","Class 1","SMT-6 - UP/KCS",6274171,"No","No","Spring"
2021,"13",24,"Day","Clear","Main","4",43.3,"West",3,"Estimated",3,5411,"Signaled","Signal Indication","No",2,4,0,0,0,0,39,0,27,0,0,1,0,0,1,31.986584,-106.835452,"4","CL","Class 1","SMT-6 - UP/KCS",28500,"No","No","Winter"
2014,"23",40,"Dark","Clear","Main","1",53.43,"East",5,"Estimated",5,3905,"Signaled","Signal Indication","No",0,2,0,0,0,0,61,0,0,0,0,1,0,0,1,44.969394,-93.160919,"1","CL","Class 1","SMT-5 - BNSF",29200,"No","No","Fall"
2013,"7",5,"Dark","Clear","Main","4",44.42,"East",8,"Estimated",8,6079,"Signaled","Signal Indication","No",3,2,0,0,0,0,27,0,0,0,0,1,0,0,1,48.294414,-113.61496,"4","CL","Class 1","SMT-5 - BNSF",735845,"No","No","Fall"
2011,"15",84,"Day","Clear","Main","2",22.89,"West",5,"Estimated",6,7367,"Signaled","Signal Indication","No",44,3,0,0,0,0,41,0,74,0,0,1,0,0,1,31.713108,-98.990407,"2","CL","Class 1","SMT-5 - BNSF",77860,"No","No","Fall"
2014,"13",53,"Day","Un-Clear","Main","2",50,"East",23,"Recorded",23,14107,"Signaled","Signal Indication","No",104,2,0,0,0,0,105,0,0,0,0,1,0,0,1,37.411381,-79.136133,"2","CL","Class 1","SMT-9 - CSX",1292505,"No","No","Spring"
2019,"2",30,"Dark","Clear","Main","4",12.07,"West",37,"Recorded",37,15015,"Not Signaled","Direct Train Control","No",0,2,0,0,0,2,105,0,0,0,0,1,0,0,1,32.495656,-106.919684,"4","CL","Class 1","SMT-5 - BNSF",699217,"No","No","Fall"
2018,"9",18,"Day","Un-Clear","Main","4",17.84,"West",45,"Recorded",45,3535,"Signaled","Signal Indication","No",0,1,0,0,0,2,0,0,114,0,0,1,0,1,1,40.43809,-99.360534,"4","CL","Class 1","SMT-5 - BNSF",23500,"No","No","Winter"
2015,"14",50,"Day","Clear","Main","3",50,"East",27,"Recorded",27,15412,"Signaled","Signal Indication","No",110,2,0,0,0,0,110,0,0,0,0,1,0,0,1,43.191213,-88.736071,"3","CL","Class 1","SMT-4 - CP/CN/CCD",1887674,"No","No","Fall"
2019,"12",23,"Day","Un-Clear","Main","4",72.5,"West",32,"Estimated",32,14465,"Signaled","Signal Indication","No",49,4,1,0,0,0,121,0,50,0,0,1,0,0,1,41.906071,-106.416477,"4","CL","Class 1","SMT-6 - UP/KCS",135685,"No","Yes","Winter"
2020,"4",43,"Dark","Un-Clear","Main","4",141,"East",20,"Estimated",20,21450,"Signaled","Signal Indication","No",0,2,0,0,0,2,150,0,0,0,0,1,0,0,1,43.304859,-105.321458,"4","CL","Class 1","SMT-6 - UP/KCS",113786,"No","No","Spring"
2011,"2",49,"Dark","Clear","Main","4",64.2,"East",43,"Recorded",49,3862,"Signaled","Signal Indication","No",0,3,0,0,0,0,0,0,72,0,0,1,0,0,1,41.8621,-106.109574,"4","CL","Class 1","SMT-6 - UP/KCS",22735,"No","No","Fall"
2018,"14",84,"Day","Un-Clear","Main","5",2.63,"North",15,"Estimated",15,5166,"Signaled","Signal Indication","No",23,2,0,0,0,0,38,0,28,0,0,1,0,0,1,32.069581,-81.147804,"5","Cl","Class 3","SMT-2 - Short Line East",15000,"No","No","Spring"
2018,"7",40,"Dark","Clear","Main","3",97.7,"South",40,"Recorded",40,10424,"Signaled","Signal Indication","No",19,2,0,0,0,0,72,0,69,0,0,1,0,0,1,32.201896,-83.905494,"3","CL","Class 1","SMT-9 - CSX",1729051,"No","No","Fall"
2020,"3",75,"Dark","Clear","Main","4",35.8,"South",45,"Recorded",45,17279,"Signaled","Signal Indication","No",9,2,0,1,0,0,150,0,23,0,0,1,0,0,1,34.265481,-84.958126,"4","CL","Class 1","SMT-9 - CSX",2583024,"No","No","Summer"
2021,"2",66,"Dark","Clear","Yard","1",1000,"South",8,"Recorded",8,1563,"Not Signaled","Other Than Main Track","No",0,2,0,0,0,0,6,0,0,0,0,1,0,1,1,41.672532,-87.598768,"1","Cl","Class 3","SMT-8 - Short Line West",19799,"No","No","Summer"
2021,"17",62,"Day","Clear","Yard","1",5,"West",7,"Recorded",7,30,"Not Signaled","Other Than Main Track","No",0,3,0,0,0,0,1,0,1,0,0,1,0,1,1,41.63564,-87.592172,"1","Cl","Class 3","SMT-8 - Short Line West",29593,"No","No","Spring"
2021,"23",63,"Dark","Un-Clear","Main","5",39.4,"East",2,"Recorded",2,2033,"Signaled","Signal Indication","No",0,1,0,0,0,0,28,0,0,0,0,1,0,0,1,41.891508,-88.473599,"5","CL","Class 1","SMT-6 - UP/KCS",29058,"No","No","Spring"
2020,"10",63,"Day","Clear","Main","1",0.235,"West",2,"Recorded",2,1704,"Not Signaled","Yard/Restricted Limits","No",0,2,0,0,0,0,13,0,0,0,0,1,1,0,1,40.770278,-87.538056,"1","Cl","Class 3","SMT-2 - Short Line East",6710,"No","No","Fall"
2020,"17",82,"Day","Clear","Main","2",5.7,"South",25,"Estimated",25,18018,"Signaled","Signal Indication","No",0,3,1,0,0,0,126,0,0,0,0,1,0,0,1,38.09111,-88.217682,"2","No","Class 1","SMT-8 - Short Line West",206575,"No","No","Fall"
2020,"1",35,"Dark","Clear","Main","3",39.5,"North",6,"Estimated",6,10360,"Signaled","Signal Indication","No",0,2,0,0,0,0,64,0,120,0,0,1,0,0,1,41.646926,-87.680481,"3","CL","Class 1","SMT-9 - CSX",55477,"No","Yes","Fall"
2020,"7",37,"Dark","Un-Clear","Main","3",1,"West",2,"Estimated",2,10833,"Signaled","Signal Indication","No",0,5,0,0,0,0,88,0,24,0,0,1,0,0,1,41.642142,-87.650442,"3","CL","Class 1","SMT-6 - UP/KCS",348757,"No","No","Fall"
2019,"15",22,"Day","Un-Clear","Main","4",49.8,"East",27,"Estimated",27,13849,"Signaled","Signal Indication","No",0,3,0,0,0,0,99,0,41,0,0,1,0,0,1,41.853112,-89.26205,"4","CL","Class 1","SMT-6 - UP/KCS",26102,"No","No","Winter"
2018,"14",87,"Day","Clear","Main","3",24.94,"East",18,"Estimated",18,13092,"Signaled","Signal Indication","No",1,2,0,0,0,0,96,0,13,0,0,1,0,0,1,41.749473,-88.326149,"3","CL","Class 1","SMT-5 - BNSF",1050000,"No","No","Spring"
2019,"7",45,"Day","Un-Clear","Main","1",3.3,"North",11,"Recorded",11,14014,"Not Signaled","Direct Train Control","No",0,2,0,0,0,2,98,0,0,0,0,1,0,0,1,38.135773,-89.696053,"1","CL","Class 1","SMT-6 - UP/KCS",941044,"No","Yes","Winter"
2019,"22",72,"Dark","Un-Clear","Main","3",90.1,"East",5,"Recorded",5,11957,"Signaled","Signal Indication","No",2,2,0,0,0,0,73,0,86,0,0,1,0,0,1,41.648034,-87.667944,"3","CL","Class 1","SMT-9 - CSX",91023,"No","Yes","Spring"
2022,"21",77,"Dark","Clear","Main","5",52.89,"East",61,"Recorded",61,6541,"Signaled","Signal Indication","No",0,2,0,0,0,2,101,0,0,0,0,1,0,0,1,40.943856,-90.315194,"5","CL","Class 1","SMT-5 - BNSF",3640840,"No","No","Summer"
2022,"5",57,"Dark","Clear","Main","3",14.2,"South",6,"Estimated",6,3199,"Not Signaled","Direct Train Control","No",0,2,0,0,0,0,0,0,136,0,0,1,0,0,1,41.931149,-87.914176,"3","CL","Class 1","SMT-6 - UP/KCS",135903,"No","No","Fall"
2012,"18",80,"Day","Un-Clear","Main","4",39,"South",16,"Estimated",16,3614,"Signaled","Signal Indication","No",2,2,0,0,0,0,52,0,1,0,0,1,0,0,1,40.002002,-88.068719,"4","CL","Class 1","SMT-6 - UP/KCS",594360,"No","No","Summer"
2013,"16",90,"Day","Clear","Main","3",13.1,"East",22,"Recorded",22,14726,"Not Signaled","Direct Train Control","No",0,2,0,0,0,1,110,0,0,0,0,2,0,0,2,40.801427,-90.160821,"3","CL","Class 1","SMT-5 - BNSF",668909,"No","No","Summer"
2013,"15",85,"Day","Un-Clear","Main","4",79.8,"North",30,"Estimated",30,19019,"Signaled","Signal Indication","No",0,2,0,0,1,0,133,0,0,0,0,1,0,0,1,37.84423,-89.135765,"4","CL","Class 1","SMT-6 - UP/KCS",70217,"No","No","Spring"
2013,"0",73,"Dark","Un-Clear","Main","4",35.8,"South",2,"Estimated",2,19142,"Signaled","Signal Indication","No",0,2,0,0,0,1,134,0,0,0,0,1,0,0,1,41.646805,-88.226848,"4","CL","Class 1","SMT-6 - UP/KCS",0,"No","No","Summer"
2011,"7",60,"Dark","Un-Clear","Main","3",25,"South",39,"Recorded",39,6465,"Not Signaled","Direct Train Control","No",2,3,0,0,0,1,43,0,0,0,0,1,0,0,1,41.652581,-89.63099,"3","CL","Class 1","SMT-6 - UP/KCS",1091461,"No","No","Fall"
2011,"4",62,"Dark","Clear","Main","4",19,"West",16,"Recorded",16,260,"Signaled","Signal Indication","No",0,0,0,0,2,0,2,0,0,0,0,1,0,0,2,42.295008,-87.900066,"4","No","Class 1","SMT-8 - Short Line West",620,"No","No","Summer"
2012,"7",60,"Day","Clear","Main","4",128,"East",59,"Recorded",59,2192,"Signaled","Signal Indication","No",0,3,0,0,0,0,53,0,0,0,0,1,0,0,1,41.596925,-87.231733,"4","CL","Class 1","SMT-9 - CSX",1043488,"No","No","Spring"
2014,"6",62,"Dark","Un-Clear","Main","4",125,"West",49,"Recorded",49,5193,"Signaled","Signal Indication","No",0,2,0,0,0,0,25,0,62,0,0,1,1,0,1,41.072942,-84.924112,"4","CL","Class 1","SMT-3 - Norfolk Southern",1267717,"No","Yes","Summer"
2017,"19",6,"Dark","Clear","Main","X",3.879,"North",10,"Recorded",10,2820,"Not Signaled","Yard/Restricted Limits","No",0,2,0,0,0,0,21,0,3,0,0,1,0,0,1,40.993972,-85.017172,"X","Cl","Class 3","SMT-2 - Short Line East",421752,"No","Yes","Winter"
2016,"0",32,"Dark","Clear","Yard","1",42.7,"West",8,"Estimated",8,0,"Not Signaled","Other Than Main Track","No",0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,41.60563,-87.477071,"1","Cl","Class 3","SMT-8 - Short Line West",25890,"No","No","Winter"
2016,"22",55,"Dark","Clear","Main","4",36,"East",48,"Recorded",48,7463,"Signaled","Signal Indication","No",0,9,0,0,0,0,51,0,31,0,0,1,0,0,1,41.08846,-85.627896,"4","CL","Class 1","SMT-3 - Norfolk Southern",1031598,"No","No","Spring"
2019,"15",55,"Day","Clear","Yard","1",60.9,"West",5,"Estimated",5,0,"Not Signaled","Other Than Main Track","No",0,7,0,0,0,0,0,0,0,0,0,1,0,0,1,41.626099,-87.41092,"1","No","Class 1","SMT-4 - CP/CN/CCD",7000,"No","Yes","Spring"
2019,"15",55,"Day","Clear","Yard","1",60.9,"West",4,"Estimated",5,0,"Not Signaled","Other Than Main Track","No",0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,41.626099,-87.41092,"1","No","Class 1","SMT-4 - CP/CN/CCD",7000,"No","No","Spring"
2019,"12",72,"Day","Clear","Main","1",32,"East",9,"Estimated",9,4703,"Signaled","Signal Indication","No",13,3,0,0,0,0,60,0,34,0,0,1,0,0,1,40.447925,-86.855729,"1","CL","Class 1","SMT-3 - Norfolk Southern",12656,"No","No","Summer"
2020,"16",41,"Day","Un-Clear","Main","3",2.5,"East",0,"Estimated",47,8910,"Signaled","Signal Indication","No",0,2,0,0,0,0,66,0,77,0,0,1,0,0,1,39.658925,-85.2172,"3","CL","Class 1","SMT-9 - CSX",0,"No","No","Fall"
2020,"17",65,"Day","Clear","Main","4",48.5,"West",47,"Estimated",47,2859,"Signaled","Signal Indication","No",0,2,0,0,0,0,0,0,92,0,0,1,0,0,1,39.996424,-85.738274,"4","CL","Class 1","SMT-9 - CSX",73853,"No","Yes","Fall"
2020,"18",29,"Day","Un-Clear","Main","3",97,"West",37,"Estimated",37,15590,"Signaled","Signal Indication","No",113,2,0,0,0,1,113,0,0,0,0,1,0,0,1,41.630078,-87.431968,"3","CL","Class 1","SMT-9 - CSX",2659453,"No","No","Winter"
2021,"10",58,"Day","Clear","Main","3",14.4,"South",8,"Estimated",8,17917,"Signaled","Signal Indication","No",36,3,0,0,0,0,137,0,20,0,0,1,0,0,1,37.715088,-97.330764,"3","CL","Class 1","SMT-6 - UP/KCS",15393,"No","No","Winter"
2020,"17",79,"Day","Un-Clear","Main","4",13.7,"North",7,"Estimated",7,9884,"Not Signaled","Direct Train Control","No",9,2,0,0,0,0,61,0,46,0,0,1,0,0,1,37.750313,-97.309608,"4","CL","Class 1","SMT-6 - UP/KCS",416584,"No","No","Summer"
2021,"12",68,"Day","Un-Clear","Main","3",14.4,"South",2,"Estimated",2,9099,"Signaled","Signal Indication","No",0,6,0,0,0,0,54,0,87,0,0,1,0,1,1,37.03297,-95.653481,"3","CL","Class 1","SMT-6 - UP/KCS",91034,"No","No","Fall"
2021,"12",92,"Day","Clear","Main","1",12.3,"West",6,"Estimated",6,14940,"Signaled","Signal Indication","No",17,4,0,0,0,0,105,0,42,0,0,1,0,0,1,39.084788,-94.611618,"1","CL","Class 1","SMT-6 - UP/KCS",160628,"Yes","Yes","Summer"
2020,"7",58,"Dark","Clear","Main","3",75,"West",26,"Estimated",26,7191,"Signaled","Signal Indication","No",27,2,0,0,0,0,67,0,10,0,0,1,0,0,1,39.081624,-94.604218,"3","CL","Class 1","SMT-6 - UP/KCS",151515,"No","No","Summer"
2019,"16",91,"Day","Clear","Main","1",9.5,"West",8,"Recorded",8,2620,"Not Signaled","Yard/Restricted Limits","No",12,2,0,0,0,0,20,0,2,0,0,1,0,1,1,38.868557,-99.324335,"1","CL","Class 1","SMT-6 - UP/KCS",272346,"No","No","Summer"
2019,"1",46,"Dark","Clear","Main","3",16.2,"East",6,"Estimated",6,9425,"Signaled","Signal Indication","No",3,2,0,0,0,0,66,0,25,0,0,1,0,1,1,38.694903,-96.949563,"3","CL","Class 1","SMT-6 - UP/KCS",11074,"No","No","Spring"
2019,"13",14,"Day","Un-Clear","Main","4",38.2,"East",5,"Recorded",5,17872,"Signaled","Signal Indication","No",14,2,0,2,0,0,122,0,56,0,0,1,0,0,1,39.886788,-96.694753,"4","CL","Class 1","SMT-6 - UP/KCS",37690,"No","Yes","Winter"
2019,"22",61,"Dark","Un-Clear","Main","1",3.6,"East",9,"Estimated",9,14201,"Not Signaled","Direct Train Control","No",0,3,0,0,0,0,109,0,1,0,0,1,0,0,1,39.143307,-97.723343,"1","Cl","Class 3","SMT-2 - Short Line East",105000,"No","No","Spring"
2019,"6",70,"Dark","Clear","Main","4",29.18,"North",5,"Estimated",5,7456,"Signaled","Signal Indication","No",18,2,0,0,0,0,40,0,63,0,0,1,0,0,1,37.848533,-94.694402,"4","CL","Class 1","SMT-5 - BNSF",426358,"No","Yes","Spring"
2022,"14",90,"Day","Clear","Main","4",31.6,"North",19,"Estimated",19,6896,"Signaled","Signal Indication","No",0,2,0,0,0,0,28,0,93,0,0,1,0,0,1,39.532337,-95.10427,"4","CL","Class 1","SMT-6 - UP/KCS",76877,"No","No","Summer"
2012,"16",105,"Day","Clear","Main","4",24.6,"East",36,"Recorded",36,15015,"Not Signaled","Direct Train Control","No",0,2,0,0,0,1,105,0,0,0,0,1,0,0,1,39.002205,-96.844339,"4","CL","Class 1","SMT-6 - UP/KCS",1374262,"No","No","Spring"
2012,"14",110,"Day","Clear","Main","4",24.1,"East",37,"Recorded",37,15158,"Not Signaled","Direct Train Control","No",0,2,0,0,0,1,106,0,0,0,0,1,0,0,1,38.847165,-97.617095,"4","CL","Class 1","SMT-6 - UP/KCS",1996076,"No","No","Summer"
2014,"5",70,"Dark","Clear","Main","4",40.6,"West",8,"Recorded",41,7898,"Signaled","Signal Indication","No",4,3,0,0,0,1,121,0,0,0,0,1,0,0,1,38.384459,-97.481307,"4","CL","Class 1","SMT-6 - UP/KCS",427550,"No","No","Summer"
2014,"5",70,"Dark","Clear","Main","4",40.6,"East",41,"Recorded",41,6197,"Signaled","Signal Indication","No",0,2,0,0,0,1,112,0,0,0,0,1,0,0,1,38.384459,-97.481307,"4","CL","Class 1","SMT-6 - UP/KCS",2690409,"No","No","Summer"
2017,"18",50,"Day","Clear","Main","5",92.65,"East",15,"Recorded",15,0,"Signaled","Signal Indication","No",0,0,1,0,0,0,12,0,2,0,0,1,0,1,2,38.401317,-96.171419,"5","CL","Class 1","SMT-5 - BNSF",177449,"No","No","Winter"
2011,"23",40,"Dark","Clear","Main","5",178.6,"East",30,"Recorded",30,20306,"Signaled","Signal Indication","No",0,2,0,0,0,1,142,0,0,0,0,1,0,0,1,39.087439,-95.643141,"5","CL","Class 1","SMT-6 - UP/KCS",1408804,"No","No","Fall"
2011,"23",40,"Dark","Clear","Main","5",178.6,"West",4,"Recorded",30,3751,"Signaled","Signal Indication","No",14,1,0,0,0,0,9,0,78,0,0,1,0,0,1,39.087439,-95.643141,"5","CL","Class 1","SMT-6 - UP/KCS",516873,"No","No","Fall"
